1	/	##INSERT	move
2	/	INSERT#INTO	move
3	116	INTO#IDN	reduction
4	115	into#IDN	reduction
5	/	insertKeyword#IDN	move
6	48	IDN#(	reduction
7	44	uid#(	reduction
8	/	tableName#(	move
9	/	(#IDN	move
10	48	IDN#,	reduction
11	/	uid#,	move
12	/	,#IDN	move
13	48	IDN#,	reduction
14	/	uid#,	move
15	/	,#IDN	move
16	48	IDN#,	reduction
17	/	uid#,	move
18	/	,#IDN	move
19	48	IDN#,	reduction
20	/	uid#,	move
21	/	,#IDN	move
22	48	IDN#,	reduction
23	/	uid#,	move
24	/	,#IDN	move
25	48	IDN#)	reduction
26	47	uid#)	reduction
27	46	uidListRec#)	reduction
28	46	uidListRec#)	reduction
29	46	uidListRec#)	reduction
30	46	uidListRec#)	reduction
31	46	uidListRec#)	reduction
32	45	uidListRec#)	reduction
33	/	uidList#)	move
34	/	)#VALUES	move
35	119	VALUES#(	reduction
36	/	insertFormat#(	move
37	/	(#STRING	move
38	97	STRING#,	reduction
39	79	stringLiteral#,	reduction
40	75	constant#,	reduction
41	74	expressionAtom#,	reduction
42	72	predicateRight#,	reduction
43	61	predicate#,	reduction
44	58	expressionRight#,	reduction
45	127	expression#,	reduction
46	/	expressionOrDefault#,	move
47	/	,#STRING	move
48	97	STRING#,	reduction
49	79	stringLiteral#,	reduction
50	75	constant#,	reduction
51	74	expressionAtom#,	reduction
52	72	predicateRight#,	reduction
53	61	predicate#,	reduction
54	58	expressionRight#,	reduction
55	127	expression#,	reduction
56	/	expressionOrDefault#,	move
57	/	,#-	move
58	/	-#FLOAT	move
59	83	FLOAT#,	reduction
60	81	decimalLiteral#,	reduction
61	75	constant#,	reduction
62	74	expressionAtom#,	reduction
63	72	predicateRight#,	reduction
64	61	predicate#,	reduction
65	58	expressionRight#,	reduction
66	127	expression#,	reduction
67	/	expressionOrDefault#,	move
68	/	,#FLOAT	move
69	83	FLOAT#,	reduction
70	80	decimalLiteral#,	reduction
71	75	constant#,	reduction
72	74	expressionAtom#,	reduction
73	72	predicateRight#,	reduction
74	61	predicate#,	reduction
75	58	expressionRight#,	reduction
76	127	expression#,	reduction
77	/	expressionOrDefault#,	move
78	/	,#DEFAULT	move
79	128	DEFAULT#,	reduction
80	/	expressionOrDefault#,	move
81	/	,#DEFAULT	move
82	128	DEFAULT#)	reduction
83	126	expressionOrDefault#)	reduction
84	125	expressionOrDefaultListRec#)	reduction
85	125	expressionOrDefaultListRec#)	reduction
86	125	expressionOrDefaultListRec#)	reduction
87	125	expressionOrDefaultListRec#)	reduction
88	125	expressionOrDefaultListRec#)	reduction
89	123	expressionOrDefaultListRec#)	reduction
90	/	expressionsWithDefaults#)	move
91	122	)##	reduction
92	118	expressionsWithDefaultsListRec##	reduction
93	114	insertStatementValue##	reduction
94	112	insertStatementRight##	reduction
95	3	insertStatement##	reduction
96	1	dmlStatement##	reduction
97	/	root##	accept
